timestamp,volume,high,low,close,open,vwap
2024-12-31 10:55:00+00:00,149437,251.92,251.4,251.89,251.45,251.76985112120826
2024-12-31 11:00:00+00:00,141505,251.985,251.8,251.8185,251.88,251.89245455213594
2024-12-31 11:05:00+00:00,258208,251.846,251.12,251.215,251.83,251.4717944060602
2024-12-31 11:10:00+00:00,175448,251.43,251.06,251.42,251.24,251.24788083078744
2024-12-31 11:15:00+00:00,195311,251.51,251.22,251.46,251.42,251.37002323832246
2024-12-31 11:20:00+00:00,153975,251.49,251.14,251.15,251.455,251.28220068192888
2024-12-31 11:25:00+00:00,198547,251.35,251.02,251.2,251.145,251.17594383899026
2024-12-31 11:30:00+00:00,197930,251.23,251.05,251.18,251.2,251.13963002071438
2024-12-31 11:35:00+00:00,122178,251.26,251.04,251.24,251.18,251.19183096302118
2024-12-31 11:40:00+00:00,134190,251.35,251.0901,251.12,251.24,251.20161723973467
2024-12-31 11:45:00+00:00,123030,251.3373,251.08,251.25,251.135,251.23285764610256
2024-12-31 11:50:00+00:00,156505,251.47,251.16,251.43,251.25,251.34658617935528
2024-12-31 11:55:00+00:00,167494,251.55,251.277,251.35,251.425,251.42035419179194
2024-12-31 12:00:00+00:00,146343,251.35,251.1301,251.315,251.35,251.25594667527656
2024-12-31 12:05:00+00:00,257679,251.32,250.93,251.156,251.32,251.0543407417756
2024-12-31 12:10:00+00:00,171801,251.47,251.09,251.47,251.17,251.3206180115366
2024-12-31 12:15:00+00:00,155172,251.53,251.13,251.255,251.465,251.32359813626172
2024-12-31 12:20:00+00:00,123625,251.44,251.19,251.36,251.225,251.31247118301314
2024-12-31 12:25:00+00:00,230050,251.46,250.82,250.92,251.37,251.0018281764834
2024-12-31 12:30:00+00:00,187194,251.1,250.65,250.7163,250.915,250.83789015353054
2024-12-31 12:35:00+00:00,273358,250.76,250.42,250.5692,250.7,250.5508487529174
2024-12-31 12:40:00+00:00,345967,250.5899,250.09,250.15,250.5476,250.25109720956047
2024-12-31 12:45:00+00:00,257439,250.38,250.075,250.25,250.175,250.25070616728624
2024-12-31 12:50:00+00:00,178041,250.29,250.1,250.156,250.24,250.20253194769745
2024-12-31 12:55:00+00:00,231732,250.35,250.06,250.32,250.1481,250.19425209552415
2024-12-31 13:00:00+00:00,416718,250.72,250.26,250.67,250.31,250.4467322361885
2024-12-31 13:05:00+00:00,701672,250.7,250.4,250.6,250.66,250.57132890866387
2024-12-31 13:10:00+00:00,190082,250.74,250.34,250.495,250.61,250.57147665218167
2024-12-31 13:15:00+00:00,179146,250.52,250.09,250.115,250.49,250.26944414053344
2024-12-31 13:20:00+00:00,460047,250.25,249.79,249.82,250.1361,249.99350549617756
2024-12-31 13:25:00+00:00,395766,249.89,249.43,249.485,249.83,249.57855961401438
2024-12-31 13:30:00+00:00,264970,249.725,249.45,249.68,249.47,249.61056904555235
2024-12-31 13:35:00+00:00,177734,249.82,249.59,249.68,249.69,249.7047374728527
2024-12-31 13:40:00+00:00,190223,249.86,249.53,249.85,249.66,249.69916959673645
2024-12-31 13:45:00+00:00,204971,250.02,249.8,249.9799,249.85,249.8999243322226
2024-12-31 13:50:00+00:00,170585,250.14,249.8504,250.08,249.96,249.99452935486707
2024-12-31 13:55:00+00:00,172514,250.205,249.88,249.93,250.08,250.00933302282715
2024-12-31 14:00:00+00:00,162886,250.0299,249.8602,249.88,249.94,249.9321244612797
2024-12-31 14:05:00+00:00,178864,249.99,249.68,249.88,249.8899,249.87730163699794
2024-12-31 14:10:00+00:00,218660,250.24,249.86,250.16,249.88,250.12109279978048
2024-12-31 14:15:00+00:00,229522,250.268,250.04,250.185,250.14,250.10546359433954
2024-12-31 14:20:00+00:00,204575,250.22,249.84,249.87,250.19,249.99778886227543
2024-12-31 14:25:00+00:00,209020,249.96,249.67,249.81,249.88,249.77704724428284
2024-12-31 14:30:00+00:00,152511,250.0,249.75,249.77,249.78,249.85768784874534
2024-12-31 14:35:00+00:00,166090,249.88,249.75,249.76,249.765,249.8085406707207
2024-12-31 14:40:00+00:00,250111,250.116,249.7538,250.05,249.76,250.01325643414327
2024-12-31 14:45:00+00:00,219836,250.08,249.69,249.98,250.045,249.8398470314234
2024-12-31 14:50:00+00:00,173499,250.07,249.9,249.95,249.98,249.9719313644459
2024-12-31 14:55:00+00:00,270223,250.28,249.93,250.11,249.94,250.11694047138843
2024-12-31 15:00:00+00:00,200013,250.43,250.09,250.42,250.13,250.32732025418346
2024-12-31 15:05:00+00:00,236159,250.41,250.14,250.165,250.41,250.263693337963
2024-12-31 15:10:00+00:00,252210,250.44,250.14,250.227,250.16,250.31577712620438
2024-12-31 15:15:00+00:00,372706,250.28,249.79,249.975,250.21,250.0157254377445
2024-12-31 15:20:00+00:00,307852,250.33,249.93,250.3,249.98,250.13573804425505
2024-12-31 15:25:00+00:00,439301,250.71,250.3,250.535,250.3,250.55070186273193
