timestamp,volume,high,low,close,open,vwap
2024-03-05 09:30:00+00:00,42702,441.0,440.63,441.0,440.7,440.85939089504006
2024-03-05 09:35:00+00:00,1967726,440.95,439.4904,439.54,440.94,440.12368586124285
2024-03-05 09:40:00+00:00,1423247,439.79,439.09,439.68,439.52,439.5064833345161
2024-03-05 09:45:00+00:00,986065,439.81,439.06,439.33,439.69,439.4596745143576
2024-03-05 09:50:00+00:00,1185201,439.32,438.31,438.83,439.32,438.8529201122847
2024-03-05 09:55:00+00:00,1081655,439.24,438.48,438.8434,438.84,438.80804654349123
2024-03-05 10:00:00+00:00,924977,438.8401,438.52,438.72,438.84,438.7076659852083
2024-03-05 10:05:00+00:00,1582859,439.76,438.71,439.41,438.74,439.37751430898146
2024-03-05 10:10:00+00:00,977411,439.4382,437.68,437.81,439.39,438.3412169036362
2024-03-05 10:15:00+00:00,669989,438.34,437.51,437.72,437.78,437.97117374315104
2024-03-05 10:20:00+00:00,794461,437.99,436.98,437.12,437.7,437.42397693278843
2024-03-05 10:25:00+00:00,706850,437.3899,436.63,436.73,437.11,437.02319917945823
2024-03-05 10:30:00+00:00,783750,436.97,436.57,436.8,436.72,436.78175782175447
2024-03-05 10:35:00+00:00,1366123,436.79,435.98,436.42,436.79,436.31736592722615
2024-03-05 10:40:00+00:00,888778,436.6,435.97,436.0798,436.4,436.3669304805024
2024-03-05 10:45:00+00:00,942611,436.5,435.78,435.95,436.08,436.12422416033763
2024-03-05 10:50:00+00:00,719799,436.47,435.54,435.55,435.96,436.05926341937123
2024-03-05 10:55:00+00:00,648495,436.24,435.54,436.06,435.55,436.076096912852
2024-03-05 11:00:00+00:00,697394,436.33,435.94,436.26,436.07,436.1912587002469
2024-03-05 11:05:00+00:00,458895,436.39,436.0,436.18,436.29,436.23402461347365
2024-03-05 11:10:00+00:00,522788,436.54,436.1,436.32,436.16,436.290271199798
2024-03-05 11:15:00+00:00,519112,436.39,435.64,436.08,436.33,435.88093862210854
2024-03-05 11:20:00+00:00,622994,436.57,435.92,436.56,436.09,436.3460743255954
2024-03-05 11:25:00+00:00,688698,436.91,436.3741,436.77,436.55,436.71474748728764
2024-03-05 11:30:00+00:00,595354,436.82,436.39,436.63,436.765,436.6424227938336
2024-03-05 11:35:00+00:00,776130,436.78,436.27,436.4694,436.62,436.61928888923245
2024-03-05 11:40:00+00:00,765944,436.4803,435.96,436.04,436.46,436.20620301223073
2024-03-05 11:45:00+00:00,735931,436.2099,435.4803,435.85,436.05,435.72388378801816
2024-03-05 11:50:00+00:00,370886,436.29,435.63,435.94,435.84,435.91868296969955
2024-03-05 11:55:00+00:00,595333,436.02,435.63,435.66,435.95,435.76549273263873
2024-03-05 12:00:00+00:00,437223,436.315,435.55,436.24,435.66,435.95472191536123
2024-03-05 12:05:00+00:00,453470,436.4602,436.1951,436.405,436.208,436.3506006853816
2024-03-05 12:10:00+00:00,612980,436.5499,436.27,436.5,436.4,436.4210921074097
2024-03-05 12:15:00+00:00,337827,436.74,436.3301,436.625,436.49,436.55747032978417
2024-03-05 12:20:00+00:00,190344,436.68,436.355,436.435,436.65,436.44523562339765
2024-03-05 12:25:00+00:00,294486,436.82,436.235,436.77,436.43,436.5507177420998
2024-03-05 12:30:00+00:00,485497,437.118,436.74,437.095,436.74,437.0378325419107
2024-03-05 12:35:00+00:00,330310,437.19,436.6405,436.6973,437.115,436.8876581732312
2024-03-05 12:40:00+00:00,225228,436.76,436.46,436.5399,436.71,436.58779369572164
2024-03-05 12:45:00+00:00,287392,436.7196,436.27,436.705,436.53,436.51049159684334
2024-03-05 12:50:00+00:00,609872,436.97,436.56,436.59,436.7,436.8216945257365
2024-03-05 12:55:00+00:00,190297,436.81,436.4,436.71,436.58,436.56939823013494
2024-03-05 13:00:00+00:00,198932,436.97,436.55,436.575,436.73,436.7520926929805
2024-03-05 13:05:00+00:00,354529,436.61,436.07,436.245,436.58,436.2937243074615
2024-03-05 13:10:00+00:00,193476,436.495,436.095,436.459,436.26,436.34282769697535
2024-03-05 13:15:00+00:00,162099,436.54,436.19,436.2799,436.46,436.3098354277324
2024-03-05 13:20:00+00:00,318011,436.38,435.73,435.82,436.29,435.9951557021613
2024-03-05 13:25:00+00:00,359659,435.985,435.53,435.59,435.83,435.6862017355328
2024-03-05 13:30:00+00:00,387761,435.9899,435.59,435.86,435.59,435.8215777393807
2024-03-05 13:35:00+00:00,340424,436.1989,435.7152,435.93,435.83,435.97935800648605
2024-03-05 13:40:00+00:00,387359,436.15,435.345,435.46,435.95,435.57843245981115
2024-03-05 13:45:00+00:00,586905,435.52,434.79,434.87,435.485,435.08380888729863
2024-03-05 13:50:00+00:00,472359,435.23,434.785,435.06,434.875,435.00530277818353
2024-03-05 13:55:00+00:00,372159,435.35,434.72,435.12,435.06,435.10542628285225
2024-03-05 14:00:00+00:00,752093,435.17,434.77,434.8,435.12,435.03335773634376
2024-03-05 14:05:00+00:00,377793,435.17,434.73,434.99,434.79,434.84770312525643
2024-03-05 14:10:00+00:00,484102,435.3899,434.81,435.19,434.9801,435.08442059731215
2024-03-05 14:15:00+00:00,353350,435.48,435.06,435.17,435.2,435.27710348096787
2024-03-05 14:20:00+00:00,552774,435.57,434.94,435.0,435.17,435.2293493543474
2024-03-05 14:25:00+00:00,505973,435.29,434.8,435.19,435.01,434.99865249232664
2024-03-05 14:30:00+00:00,226368,435.415,435.09,435.1601,435.17,435.2328984048098
2024-03-05 14:35:00+00:00,384884,435.23,434.63,434.76,435.16,434.8722596288752
2024-03-05 14:40:00+00:00,307015,435.0,434.46,434.69,434.78,434.70411916355874
2024-03-05 14:45:00+00:00,587782,434.85,434.28,434.342,434.695,434.5250037445856
2024-03-05 14:50:00+00:00,370311,434.44,434.16,434.28,434.3597,434.30252085409296
2024-03-05 14:55:00+00:00,430151,434.575,434.09,434.185,434.28,434.3751836215655
2024-03-05 15:00:00+00:00,379239,434.36,434.0,434.26,434.16,434.23945323661326
2024-03-05 15:05:00+00:00,1221543,434.7,434.22,434.66,434.25,434.4982501747381
2024-03-05 15:10:00+00:00,475829,434.9,434.245,434.27,434.65,434.4483037498766
2024-03-05 15:15:00+00:00,580330,434.48,433.88,433.89,434.28,434.1471727589475
2024-03-05 15:20:00+00:00,486920,434.24,433.87,434.12,433.91,434.09817450505216
2024-03-05 15:25:00+00:00,565681,434.25,433.72,434.125,434.13,433.9232797990387
2024-03-05 15:30:00+00:00,593402,434.15,433.73,433.85,434.11,433.9446940185574
2024-03-05 15:35:00+00:00,739240,434.37,433.65,434.355,433.85,434.0625348465992
2024-03-05 15:40:00+00:00,493564,434.3932,434.1703,434.21,434.35,434.2638321474014
2024-03-05 15:45:00+00:00,850794,434.72,434.06,434.65,434.215,434.4604262488922
2024-03-05 15:50:00+00:00,920077,435.3,434.57,435.25,434.66,434.99078383222275
2024-03-05 15:55:00+00:00,1397872,435.57,434.8,435.54,435.26,435.2793745850836
2024-03-05 16:00:00+00:00,3007895,436.155,435.26,436.05,435.53,435.9840235829376
2024-03-06 09:30:00+00:00,52624,440.34,440.09,440.31,440.1,440.2784134615385
2024-03-06 09:35:00+00:00,1862741,440.83,440.02,440.085,440.32,440.4828558962304
2024-03-06 09:40:00+00:00,1459837,440.32,439.46,440.0699,440.11,439.7370713065911
2024-03-06 09:45:00+00:00,822396,440.3581,439.87,440.2494,440.07,440.1306115156202
2024-03-06 09:50:00+00:00,783286,440.54,439.56,439.75,440.26,439.9117858355696
2024-03-06 09:55:00+00:00,936118,439.76,439.14,439.285,439.75,439.3614530753602
2024-03-06 10:00:00+00:00,729843,439.45,438.59,438.94,439.28,438.95989430603566
2024-03-06 10:05:00+00:00,806255,438.99,437.57,437.63,438.94,438.30820709328935
2024-03-06 10:10:00+00:00,884111,437.9,436.89,437.43,437.63,437.4388202047028
2024-03-06 10:15:00+00:00,582542,437.99,437.28,437.81,437.43,437.65588922172134
2024-03-06 10:20:00+00:00,584681,438.605,437.75,438.1,437.8,438.33592697556446
2024-03-06 10:25:00+00:00,651626,438.61,437.94,438.0985,438.1,438.3319727896063
2024-03-06 10:30:00+00:00,472375,438.34,437.65,438.2,438.11,438.0822651071712
2024-03-06 10:35:00+00:00,454534,438.96,437.8,438.91,438.21,438.4891245457985
2024-03-06 10:40:00+00:00,1008279,438.95,438.37,438.49,438.88,438.5356964887695
2024-03-06 10:45:00+00:00,514136,438.6596,438.18,438.48,438.48,438.46052392752114
2024-03-06 10:50:00+00:00,363922,439.2,438.46,439.15,438.47,438.8955074713812
2024-03-06 10:55:00+00:00,555213,439.7,439.0501,439.4799,439.18,439.47173691051904
2024-03-06 11:00:00+00:00,645376,439.86,439.46,439.6501,439.47,439.5947296837812
2024-03-06 11:05:00+00:00,683145,440.4,439.635,439.77,439.64,440.07652480029856
2024-03-06 11:10:00+00:00,423565,440.18,439.72,440.12,439.78,439.9343560180846
2024-03-06 11:15:00+00:00,389091,440.39,440.06,440.11,440.13,440.2209046469849
2024-03-06 11:20:00+00:00,323900,440.31,440.03,440.22,440.12,440.20815313368325
2024-03-06 11:25:00+00:00,486429,440.32,439.86,440.01,440.24,440.02928104615467
2024-03-06 11:30:00+00:00,416260,440.21,439.85,440.13,440.005,440.0669448181425
2024-03-06 11:35:00+00:00,443341,440.18,439.26,439.5805,440.155,439.71041431651935
2024-03-06 11:40:00+00:00,467949,440.11,439.55,440.04,439.58,439.97625139598546
2024-03-06 11:45:00+00:00,231942,440.25,439.94,440.06,440.0303,440.07147108328803
2024-03-06 11:50:00+00:00,243427,440.22,439.87,440.105,440.05,440.0695788675866
2024-03-06 11:55:00+00:00,575167,440.72,440.09,440.7,440.12,440.56978272397413
2024-03-06 12:00:00+00:00,373511,440.94,440.65,440.735,440.71,440.7759439347168
2024-03-06 12:05:00+00:00,410758,441.02,440.71,440.97,440.74,440.84636882130116
2024-03-06 12:10:00+00:00,335963,441.36,440.805,441.245,440.97,441.0816000083342
2024-03-06 12:15:00+00:00,415510,441.76,441.245,441.6499,441.245,441.6066816988761
2024-03-06 12:20:00+00:00,316298,441.6691,441.3151,441.37,441.64,441.4644127689711
2024-03-06 12:25:00+00:00,264751,441.5,441.22,441.36,441.39,441.3672163089091
2024-03-06 12:30:00+00:00,330423,441.645,441.375,441.52,441.375,441.54644731147647
2024-03-06 12:35:00+00:00,417815,441.99,441.45,441.54,441.545,441.75634808707207
2024-03-06 12:40:00+00:00,278760,441.6701,441.38,441.4,441.5459,441.5077660238198
2024-03-06 12:45:00+00:00,312118,441.47,441.18,441.3195,441.415,441.30047471308933
2024-03-06 12:50:00+00:00,273137,441.34,440.85,440.905,441.315,440.96901106367864
2024-03-06 12:55:00+00:00,279927,441.2399,440.62,440.74,440.92,440.9393035684304
2024-03-06 13:00:00+00:00,203796,441.04,440.61,440.99,440.75,440.8716287979156
2024-03-06 13:05:00+00:00,218684,441.19,440.86,441.15,440.99,441.0133103930786
2024-03-06 13:10:00+00:00,232720,441.17,440.695,440.94,441.155,440.94102558869025
2024-03-06 13:15:00+00:00,223910,441.125,440.86,441.125,440.925,440.9756960479657
2024-03-06 13:20:00+00:00,237533,441.27,440.92,441.22,441.125,441.11021289673437
2024-03-06 13:25:00+00:00,254533,441.6199,441.21,441.5302,441.24,441.4008576412489
2024-03-06 13:30:00+00:00,229781,441.68,441.335,441.46,441.54,441.4545094372467
2024-03-06 13:35:00+00:00,830811,441.56,439.34,439.8961,441.48,440.063487122703
2024-03-06 13:40:00+00:00,1097759,440.15,438.79,440.15,439.9,439.61329421120666
2024-03-06 13:45:00+00:00,570374,440.82,440.0801,440.7901,440.18,440.5487815319422
2024-03-06 13:50:00+00:00,896883,440.92,438.85,438.9,440.82,439.44627997185813
2024-03-06 13:55:00+00:00,961152,439.42,438.53,438.94,438.88,439.0456350504395
2024-03-06 14:00:00+00:00,440028,439.92,438.85,439.69,438.97,439.5204387220813
2024-03-06 14:05:00+00:00,761521,439.66,438.59,438.83,439.66,439.04477532464637
2024-03-06 14:10:00+00:00,564004,439.8,438.83,439.45,438.83,439.4761948142212
2024-03-06 14:15:00+00:00,505944,439.79,438.55,438.7,439.45,439.0559314469586
2024-03-06 14:20:00+00:00,715598,439.05,437.93,438.85,438.71,438.372269724063
2024-03-06 14:25:00+00:00,342649,439.53,438.85,439.4,438.855,439.3455358252906
2024-03-06 14:30:00+00:00,426848,439.845,439.01,439.7,439.38,439.4772096273146
2024-03-06 14:35:00+00:00,468558,440.0,438.79,439.07,439.72,439.1723765971342
2024-03-06 14:40:00+00:00,306374,439.23,438.6,439.03,439.05,439.01907505206054
2024-03-06 14:45:00+00:00,326936,439.39,438.65,439.17,438.99,439.119051098686
2024-03-06 14:50:00+00:00,530246,439.19,438.1,438.61,439.14,438.4955003149482
2024-03-06 14:55:00+00:00,270544,439.16,438.52,438.98,438.6,438.94221614598735
2024-03-06 15:00:00+00:00,525912,439.0083,437.84,438.47,438.96,438.40124600522523
2024-03-06 15:05:00+00:00,337897,438.6401,437.9197,438.61,438.46,438.3254670210153
2024-03-06 15:10:00+00:00,365988,438.98,438.44,438.69,438.61,438.7421259429271
2024-03-06 15:15:00+00:00,384112,438.97,437.705,437.89,438.69,438.25577018682054
2024-03-06 15:20:00+00:00,516389,438.7,437.92,438.37,437.93,438.4418879606266
2024-03-06 15:25:00+00:00,529543,438.41,437.61,437.86,438.38,437.89532306158327
2024-03-06 15:30:00+00:00,432454,438.31,437.69,438.22,437.855,437.9740318276626
2024-03-06 15:35:00+00:00,389095,438.33,437.69,437.75,438.26,438.0239935858852
2024-03-06 15:40:00+00:00,717398,438.39,437.4,438.3501,437.75,437.86110168581456
2024-03-06 15:45:00+00:00,540246,438.73,438.25,438.51,438.35,438.48300326147717
2024-03-06 15:50:00+00:00,591041,439.31,438.44,439.14,438.52,439.051571076795
2024-03-06 15:55:00+00:00,846482,439.135,438.09,438.89,439.13,438.60658868115326
2024-03-06 16:00:00+00:00,1594394,439.185,438.73,438.86,438.9,438.88290339777996
2024-03-07 09:30:00+00:00,49795,442.54,442.01,442.39,442.11,442.2920118485792
